Provincia,Partido,Localidad,Link Indec, ADSL , CABLEMODEM , DIAL UP , FIBRA OPTICA , OTROS , SATELITAL , WIMAX , WIRELESS , Total general 
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010, -   , 891 , -   , 312 , -   , -   , -   , -   , 1.203 
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010, 3 , 3.339 , 1 , 373 , -   , -   , -   , -   , 3.716 
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010, 4 , 3.860 , -   , 3.984 , 1 , -   , -   , -   , 7.849 
BUENOS AIRES,Florentino Ameghino,Blaquier,6277010, -   , -   , -   , -   , -   , 1 , -   , 5 , 6 
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020, 49 , -   , -   , 330 , -   , -   , -   , -   , 379 
BUENOS AIRES,Florentino Ameghino,Porvenir,6277030, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010, -   , -   , 3 , 930 , -   , 1 , -   , 32 , 966 
BUENOS AIRES,General Alvarado,Mar del Sur,6280020, -   , -   , 1 , -   , -   , -   , -   , 142 , 143 
BUENOS AIRES,General Alvarado,Mechongué,6280030, 256 , -   , -   , -   , -   , -   , -   , 3 , 259 
BUENOS AIRES,General Alvarado,Miramar,6280040, 4.318 , 1.587 , 71 , 3.530 , 2 , 2 , -   , 960 , 10.470 
BUENOS AIRES,General Alvarado,Centinela Del Mar,6280005, -   , -   , -   , -   , -   , -   , -   , 1 , 1 
BUENOS AIRES,General Arenales,Arribeños,6294010, 218 , 401 , 1 , 291 , 16 , -   , -   , 274 , 1.201 
BUENOS AIRES,General Arenales,Ascensión,6294020, 1.200 , 395 , -   , -   , 250 , -   , -   , 140 , 1.985 
BUENOS AIRES,General Arenales,Ferré,6294040, -   , 152 , -   , 391 , -   , -   , -   , 383 , 926 
BUENOS AIRES,General Arenales,General Arenales,6294050, -   , 863 , 1 , 439 , -   , -   , -   , 367 , 1.670 
BUENOS AIRES,General Arenales,La Angelita,6294060, 26 , -   , -   , -   , 2 , -   , -   , 73 , 101 
BUENOS AIRES,General Arenales,La Trinidad,6294070, -   , 15 , -   , 2 , -   , -   , -   , 114 , 131 
BUENOS AIRES,General Belgrano,General Belgrano,6301010, 433 , 1.916 , 5 , 2 , -   , 1 , -   , 884 , 3.241 
BUENOS AIRES,General Belgrano,Gorchs,6301020, -   , -   , -   , -   , -   , 1 , -   , 44 , 45 
BUENOS AIRES,General Guido,General Guido,6308010, -   , -   , 1 , 302 , -   , -   , -   , 228 , 531 
BUENOS AIRES,General Guido,Labarden,6308020, -   , -   , -   , -   , -   , -   , -   , 72 , 72 
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010, 352 , 486 , 8 , 6.473 , -   , 1 , -   , -   , 7.320 
BUENOS AIRES,General La Madrid,General La Madrid,6322010, 1.948 , -   , 70 , 1.149 , -   , -   , -   , 265 , 3.432 
BUENOS AIRES,General La Madrid,Las Martinetas,6322030, -   , -   , -   , -   , -   , -   , -   , 16 , 16 
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020, 156 , 2.222 , 3 , -   , 1 , -   , -   , 1 , 2.383 
BUENOS AIRES,General Las Heras,Lozano,6329020, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
BUENOS AIRES,General Las Heras,Villars,6329060, -   , 270 , 1 , 1 , -   , -   , -   , -   , 272 
BUENOS AIRES,General Lavalle,General Lavalle,6336020, -   , 358 , -   , 4 , -   , 1 , -   , 69 , 432 
BUENOS AIRES,General Lavalle,OTROS,Sin Datos, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
BUENOS AIRES,General Lavalle,Pavón,6336030, -   , -   , -   , 201 , 22 , -   , -   , 3 , 226 
BUENOS AIRES,General Lavalle,Chacras de San Clemente,6336020, -   , -   , -   , -   , -   , -   , -   , 1 , 1 
BUENOS AIRES,General Paz,Loma Verde,6343020, -   , -   , -   , -   , -   , -   , -   , 205 , 205 
BUENOS AIRES,General Paz,Ranchos,6343030, 1.202 , -   , 10 , 976 , -   , -   , -   , 1.552 , 3.740 
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040, -   , -   , -   , -   , -   , -   , -   , 166 , 166 
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010, 244 , -   , -   , 5 , -   , -   , -   , 21 , 270 
BUENOS AIRES,General Pinto,General Pinto,6351020, -   , -   , 3 , -   , -   , 1 , -   , -   , 4 
BUENOS AIRES,General Pinto,Germania  (Est. Mayor José Orellano),6351030, 1.112 , -   , -   , -   , -   , -   , -   , -   , 1.112 
BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),6351040, -   , -   , -   , 332 , -   , 2 , -   , -   , 334 
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020, -   , -   , -   , -   , -   , -   , -   , 55 , 55 
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020, -   , -   , -   , -   , -   , -   , -   , 99 , 99 
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110, -   , -   , -   , -   , -   , -   , -   , 94 , 94 
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110, -   , -   , -   , 25 , -   , -   , -   , 87 , 112 
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050, -   , -   , -   , -   , -   , -   , -   , 350 , 350 
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060, -   , -   , -   , 127 , -   , -   , -   , 97 , 224 
BUENOS AIRES,General Pueyrredón,Batán,6357070, 1.313 , -   , -   , 1.514 , -   , 1 , -   , 607 , 3.435 
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080, -   , -   , -   , 2.946 , -   , 1 , -   , 479 , 3.426 
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100, 246 , -   , -   , 93 , -   , -   , -   , 208 , 547 
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110, 9.494 , 115.206 , 512 , 149.753 , 35 , 6 , -   , 1.460 , 276.466 
BUENOS AIRES,General Pueyrredón,OTROS,Sin Datos, -   , -   , -   , 151 , -   , -   , -   , -   , 151 
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120, 358 , -   , -   , 644 , 434 , -   , -   , 222 , 1.658 
BUENOS AIRES,General Pueyrredón,Camet,6357090, 542 , -   , -   , 1.788 , -   , -   , -   , 361 , 2.691 
BUENOS AIRES,General Pueyrredón,El Marquesado,6357090, -   , -   , -   , -   , -   , -   , -   , 8 , 8 
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030, 666 , 13.030 , 20 , 8.685 , 6.075 , 1 , -   , 504 , 28.981 
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,6364030, -   , -   , -   , 2 , -   , -   , -   , -   , 2 
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,6371010, -   , -   , 3 , 3.454 , -   , -   , -   , 2 , 3.459 
BUENOS AIRES,General San Martín,Billinghurst,6371010, -   , 993 , -   , 3.538 , -   , -   , -   , -   , 4.531 
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,6371010, 275 , 28.504 , 5 , 6.383 , 114 , 4 , -   , 4 , 35.289 
BUENOS AIRES,General San Martín,OTROS,Sin Datos, 11 , -   , -   , -   , -   , -   , -   , -   , 11 
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,6371010, -   , 97 , -   , -   , 10 , -   , -   , -   , 107 
BUENOS AIRES,General San Martín,Villa Ayacucho,6371010, -   , 157 , -   , 440 , -   , -   , -   , -   , 597 
BUENOS AIRES,General San Martín,Villa Ballester,6371010, 111 , 22.320 , 1 , 9.007 , 153 , -   , -   , 347 , 31.939 
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,6371010, -   , 544 , -   , 1.055 , 17 , -   , -   , -   , 1.616 
BUENOS AIRES,General San Martín,Villa Chacabuco,6371010, -   , 797 , -   , 15 , 44 , -   , -   , -   , 856 
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010, -   , 1.366 , -   , 2.110 , 36 , -   , -   , -   , 3.512 
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010, -   , 531 , -   , 844 , 25 , -   , -   , -   , 1.400 
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010, -   , 3.092 , -   , 2.681 , 107 , -   , -   , -   , 5.880 
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010, -   , 1.280 , -   , 2.415 , 68 , -   , -   , -   , 3.763 
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010, -   , 593 , -   , 1.145 , 24 , -   , -   , -   , 1.762 
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010, -   , 693 , -   , 1.293 , 30 , -   , -   , -   , 2.016 
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010, -   , 1.100 , -   , 2.459 , 37 , -   , -   , 382 , 3.978 
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010, -   , 1.020 , -   , 2.241 , 54 , -   , -   , -   , 3.315 
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010, 177 , 3.479 , -   , 723 , 16 , -   , -   , 2.210 , 6.605 
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010, -   , 1.107 , -   , 2.705 , 38 , -   , -   , -   , 3.850 
BUENOS AIRES,General San Martín,Villa Libertad,6371010, -   , 1.133 , -   , 2.508 , 47 , -   , -   , -   , 3.688 
BUENOS AIRES,General San Martín,Villa Lynch,6371010, 26 , 2.466 , 2 , 13 , 17 , -   , -   , -   , 2.524 
BUENOS AIRES,General San Martín,Villa Maipu,6371010, -   , 1.638 , -   , 3.179 , 72 , -   , -   , 545 , 5.434 
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010, -   , 674 , -   , 1.199 , 26 , -   , -   , -   , 1.899 
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010, -   , 207 , -   , 356 , 7 , -   , -   , -   , 570 
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010, -   , 190 , -   , 407 , 39 , -   , -   , -   , 636 
BUENOS AIRES,General San Martín,Villa San Andrés,6371010, 44 , 5.904 , -   , 1.249 , 35 , -   , -   , 586 , 7.818 
BUENOS AIRES,General San Martín,Villa Yapeyú,6371010, -   , 265 , -   , 540 , 13 , -   , -   , -   , 818 
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,6371010, -   , 5 , -   , -   , -   , -   , -   , -   , 5 
BUENOS AIRES,General Viamonte,Baigorrita,6385010, 562 , -   , -   , -   , -   , -   , -   , 61 , 623 
BUENOS AIRES,General Viamonte,Los Toldos,6385030, 214 , -   , 1 , 4.453 , -   , -   , -   , 47 , 4.715 
BUENOS AIRES,General Viamonte,Zavalía,6385050, -   , -   , -   , -   , -   , -   , -   , 31 , 31 
BUENOS AIRES,General Villegas,Banderaló,6392010, -   , -   , -   , -   , 250 , 1 , -   , -   , 251 
BUENOS AIRES,General Villegas,Cañada Seca,6392020, -   , -   , -   , -   , 200 , -   , -   , -   , 200 
BUENOS AIRES,General Villegas,Coronel Charlone,6392030, 317 , -   , -   , 60 , -   , 1 , -   , -   , 378 
BUENOS AIRES,General Villegas,Emilio V. Bunge,6392040, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),6392050, 96 , 2 , -   , 4.255 , -   , 2 , -   , 46 , 4.401 
BUENOS AIRES,General Villegas,Piedritas,6392080, 368 , -   , -   , 189 , -   , 1 , -   , 58 , 616 
BUENOS AIRES,General Villegas,Santa Regina,6392100, -   , 136 , -   , -   , -   , -   , -   , -   , 136 
BUENOS AIRES,Guaminí,Casbas,6399020, -   , -   , 1 , -   , 1 , -   , -   , 128 , 130 
BUENOS AIRES,Guaminí,Guaminí,6399040, -   , -   , -   , 75 , 11 , -   , -   , 351 , 437 
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),6399050, 124 , -   , -   , 237 , 58 , -   , -   , 129 , 548 
BUENOS AIRES,Guaminí,Arroyo Venado,6399010, -   , -   , -   , -   , -   , -   , -   , 39 , 39 
BUENOS AIRES,Guaminí,Garré,6399030, -   , -   , -   , 288 , -   , -   , -   , -   , 288 
BUENOS AIRES,Hipólito Yrigoyen,Henderson,6406010, 79 , -   , 1 , -   , -   , -   , -   , 810 , 890 
BUENOS AIRES,Hurlingham,Hurlingham,6408010, 297 , 16.102 , 56 , 17.795 , 365 , 1 , -   , 499 , 35.115 
BUENOS AIRES,Hurlingham,Villa Santos Tesei,6408010, 15 , 7.503 , 27 , 13.881 , 172 , -   , -   , 114 , 21.712 
BUENOS AIRES,Hurlingham,William C. Morris,6408010, -   , 21 , -   , 14 , -   , -   , -   , 392 , 427 
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,6410010, 148 , 27.488 , 114 , 24.898 , 667 , 3 , -   , 199 , 53.517 
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,6410010, -   , -   , -   , -   , -   , -   , -   , 30 , 30 
BUENOS AIRES,Ituzaingó,OTROS,Sin Datos, 2 , -   , -   , 2 , -   , -   , -   , -   , 4 
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,6410010, 10 , 9.033 , 9 , 3.547 , 276 , -   , -   , 378 , 13.253 
BUENOS AIRES,José C. Paz,Del Viso,6412010, -   , 278 , -   , -   , 3 , -   , -   , -   , 281 
BUENOS AIRES,José C. Paz,José C Paz,6412010, 1.282 , 30.382 , 82 , 19.351 , 2.139 , 2 , -   , 117 , 53.355 
BUENOS AIRES,José C. Paz,Tortuguitas,6412010, -   , 1.882 , -   , -   , 57 , -   , -   , -   , 1.939 
BUENOS AIRES,Junín,Agustín Roca,6413010, -   , -   , -   , 89 , -   , -   , -   , 210 , 299 
BUENOS AIRES,Junín,Agustina,6413020, -   , -   , -   , 8 , -   , -   , -   , -   , 8 
BUENOS AIRES,Junín,Balneario Laguna de Gómez,6413030, -   , -   , -   , -   , -   , -   , -   , 4 , 4 
BUENOS AIRES,Junín,Fortín Tiburcio,6413040, -   , -   , -   , -   , -   , -   , -   , 72 , 72 
BUENOS AIRES,Junín,Junín,6413050, 2.637 , 18.504 , 84 , 4.969 , 3 , 1 , -   , 7.694 , 33.892 
BUENOS AIRES,Junín,Laplacette,6413060, -   , -   , -   , 1 , -   , -   , 16 , -   , 17 
BUENOS AIRES,Junín,Morse,6413070, -   , 57 , -   , 254 , -   , -   , -   , 117 , 428 
BUENOS AIRES,Junín,Saforcada,6413080, -   , -   , -   , -   , 1 , -   , -   , 75 , 76 
BUENOS AIRES,La Costa,Las Toninas,6420010, 365 , 1.076 , 1 , 68 , 401 , -   , -   , 26 , 1.937 
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020, 1.349 , 4.326 , 28 , 9.065 , 1.041 , -   , -   , 1 , 15.810 
BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030, 1.422 , 3.551 , 3 , 4.943 , 1.172 , -   , -   , 40 , 11.131 
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040, 2.329 , 7.654 , 13 , 917 , 2 , -   , -   , 201 , 11.116 
BUENOS AIRES,La Costa,Aguas Verdes,6420030, 28 , -   , -   , 141 , -   , -   , -   , 1 , 170 
BUENOS AIRES,La Costa,Lucila Del Mar,6420030, 101 , 943 , -   , 1.471 , 205 , -   , -   , 1 , 2.721 
BUENOS AIRES,La Matanza,20 De Junio,6427010, 4 , 756 , 2 , 1.113 , 20 , -   , -   , 2 , 1.897 
BUENOS AIRES,La Matanza,Aldo Bonzi,6427010, 1 , 2.898 , -   , -   , 82 , -   , -   , 2 , 2.983 
BUENOS AIRES,La Matanza,Ciudad Evita,6427010, 40 , 10.650 , 26 , 3.582 , 350 , -   , -   , 108 , 14.756 
BUENOS AIRES,La Matanza,Gonzalez Catán,6427010, 12 , 30.097 , 25 , 14.226 , 814 , 7 , -   , 1.432 , 46.613 
BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010, 18 , 27.705 , 14 , 19.816 , 693 , -   , -   , 1.469 , 49.715 
BUENOS AIRES,La Matanza,Isidro Casanova,6427010, 25 , 22.344 , 30 , 28.971 , 628 , -   , -   , 261 , 52.259 
BUENOS AIRES,La Matanza,La Tablada,6427010, 36 , 15.251 , 2 , 896 , 466 , -   , -   , 972 , 17.623 
BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010, 51 , 12.336 , 8 , 1.305 , 366 , -   , -   , 66 , 14.132 
BUENOS AIRES,La Matanza,Rafael Castillo,6427010, 12 , 15.110 , 10 , 9.096 , 408 , -   , -   , 278 , 24.914 
BUENOS AIRES,La Matanza,Ramos Mejía,6427010, 518 , 37.837 , 79 , 9.234 , 752 , 2 , -   , 20 , 48.442 
BUENOS AIRES,La Matanza,San Justo,6427010, 131 , 25.374 , 98 , 16.033 , 791 , 1 , -   , 879 , 43.307 
BUENOS AIRES,La Matanza,Tapiales,6427010, 233 , 3.897 , 25 , 9.651 , 1.574 , 1 , -   , 2 , 15.383 
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,6427010, 50 , 17.181 , 48 , 13.065 , 569 , -   , -   , 174 , 31.087 
BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010, 4 , 16.802 , 1 , 1 , 424 , -   , -   , 115 , 17.347 
BUENOS AIRES,La Matanza,Virrey Del Pino,6427010, 4.526 , 21.833 , -   , 235 , 732 , -   , -   , 348 , 27.674 
BUENOS AIRES,La Plata,Abasto,6441030, -   , 682 , -   , 5.820 , 14 , -   , -   , 10 , 6.526 
BUENOS AIRES,La Plata,Angel Etcheverry,6441030, -   , 761 , -   , -   , 13 , -   , -   , 11 , 785 
BUENOS AIRES,La Plata,Arturo Segui,6441030, -   , 222 , -   , -   , -   , -   , -   , -   , 222 
BUENOS AIRES,La Plata,Barrio El Peligro,6441030, 213 , -   , -   , 189 , -   , -   , -   , -   , 402 
BUENOS AIRES,La Plata,City Bell,6441030, -   , 12.782 , -   , 1.790 , 177 , -   , -   , 145 , 14.894 
BUENOS AIRES,La Plata,colonia la plata,6441030, 23 , -   , -   , 19 , -   , -   , -   , -   , 42 
BUENOS AIRES,La Plata,Ignacio Correas,6441020, -   , -   , -   , -   , 2 , -   , -   , 46 , 48 
BUENOS AIRES,La Plata,Joaquin Gorina,6441030, -   , 841 , -   , 210 , -   , -   , -   , -   , 1.051 
BUENOS AIRES,La Plata,Jose Hernandez,6441030, -   , 33 , -   , 40 , -   , -   , -   , -   , 73 
BUENOS AIRES,La Plata,Jose Melchor Romero,6441030, -   , 957 , -   , -   , 21 , -   , -   , 10 , 988 
BUENOS AIRES,La Plata,La Cumbre,6441030, -   , -   , -   , -   , -   , -   , -   , 145 , 145 
BUENOS AIRES,La Plata,La Plata,6441030, 7.362 , 136.126 , 517 , 54.565 , 2.651 , 9 , -   , 3.908 , 205.138 
BUENOS AIRES,La Plata,Lisandro Olmos,6441030, -   , 2.990 , -   , 14 , 73 , -   , -   , 10 , 3.087 
BUENOS AIRES,La Plata,Los Hornos,6441030, -   , 3.653 , -   , 1.454 , 105 , -   , -   , 145 , 5.357 
BUENOS AIRES,La Plata,Manuel B Gonnet,6441030, -   , 12.399 , -   , 1.109 , 127 , -   , -   , -   , 13.635 
BUENOS AIRES,La Plata,OTROS,Sin Datos, -   , 22 , -   , 9 , -   , -   , -   , -   , 31 
BUENOS AIRES,La Plata,Ringuelet,6441030, -   , 3.908 , -   , 410 , 52 , -   , -   , -   , 4.370 
BUENOS AIRES,La Plata,Tolosa,6441030, -   , 13.459 , -   , 1.082 , 178 , -   , -   , -   , 14.719 
BUENOS AIRES,La Plata,Villa Elisa,6441030, -   , 5.572 , -   , 417 , 474 , -   , -   , 145 , 6.608 
BUENOS AIRES,La Plata,Villa Elvira,6441030, -   , 4.942 , -   , 554 , 139 , -   , -   , 145 , 5.780 
BUENOS AIRES,La Plata,ruta del sol,6441030, 89 , -   , -   , 81 , -   , -   , -   , -   , 170 
BUENOS AIRES,La Plata,El Retiro,6441030, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
BUENOS AIRES,La Plata,Transradio,6441030, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
BUENOS AIRES,La Plata,Arana,6441030, -   , -   , -   , -   , -   , -   , -   , 96 , 96 
BUENOS AIRES,La Plata,Villa Garibaldi,6441030, -   , -   , -   , -   , -   , -   , -   , 145 , 145 
BUENOS AIRES,La Plata,Villa Parque Sicardi,6441030, -   , -   , -   , -   , -   , -   , -   , 145 , 145 
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,6441030, -   , -   , -   , -   , -   , -   , -   , 145 , 145 
BUENOS AIRES,La Plata,Barrio Gambier,6441030, -   , -   , -   , -   , -   , -   , -   , 145 , 145 
BUENOS AIRES,La Plata,Villa Montoro,6441030, -   , -   , -   , -   , -   , -   , -   , 145 , 145 
BUENOS AIRES,La Plata,Country Club El Rodeo,6441010, -   , -   , -   , 189 , -   , -   , -   , -   , 189 
BUENOS AIRES,Lanús,Gerli,6434010, 7 , 5.916 , 14 , 6.439 , 96 , -   , -   , -   , 12.472 
BUENOS AIRES,Lanús,Lanús Este,6434010, 239 , 26.720 , 78 , 16.896 , 208 , 1 , -   , 264 , 44.406 
BUENOS AIRES,Lanús,Lanús Oeste,6434010, -   , 12.134 , 1 , 16.197 , 435 , -   , -   , 364 , 29.131 
BUENOS AIRES,Lanús,Monte Chingolo,6434010, 9 , 10.744 , 43 , 18.381 , 273 , -   , -   , -   , 29.450 
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010, 15 , 13.538 , 19 , 6.808 , 232 , -   , -   , 344 , 20.956 
BUENOS AIRES,Lanús,Valentín Alsina,6434010, 63 , 7.096 , 75 , 13.245 , 105 , -   , -   , 2 , 20.586 
BUENOS AIRES,Laprida,Laprida,6448010, -   , 22 , -   , 2.793 , -   , -   , -   , -   , 2.815 
BUENOS AIRES,Laprida,Pueblo Nuevo,6448020, -   , -   , -   , -   , -   , -   , -   , 8 , 8 
BUENOS AIRES,Laprida,Pueblo San Jorge,6448030, -   , -   , -   , -   , -   , -   , -   , 117 , 117 
BUENOS AIRES,Las Flores,Las Flores,6455030, 1.411 , -   , -   , 3.576 , -   , -   , -   , 791 , 5.778 
BUENOS AIRES,Las Flores,Coronel Boerr,6455010, -   , -   , -   , -   , -   , -   , -   , 3 , 3 
BUENOS AIRES,Las Flores,El Trigo,6455020, -   , -   , -   , 1 , -   , -   , -   , 3 , 4 
BUENOS AIRES,Las Flores,Pardo,6455040, -   , -   , -   , -   , -   , -   , -   , 4 , 4 
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,6462010, 2 , -   , -   , -   , 2 , -   , -   , 2 , 6 
BUENOS AIRES,Leandro N. Alem,El Dorado,6462020, -   , -   , -   , 4 , -   , 1 , -   , 108 , 113 
BUENOS AIRES,Leandro N. Alem,Fortín Acha,6462030, -   , -   , -   , -   , -   , -   , -   , 39 , 39 
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040, 252 , 457 , -   , 396 , -   , -   , -   , 12 , 1.117 
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,6462050, -   , 185 , -   , -   , -   , -   , -   , 65 , 250 
BUENOS AIRES,Leandro N. Alem,Vedia,6462060, 814 , -   , 1 , 11 , -   , 1 , -   , 1.167 , 1.994 
BUENOS AIRES,Lincoln,Bayauca,6469020, -   , -   , -   , -   , 1 , -   , -   , 43 , 44 
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),6469050, 288 , -   , -   , -   , -   , -   , -   , -   , 288 
BUENOS AIRES,Lincoln,El Triunfo,6469060, -   , -   , 1 , 10 , -   , -   , -   , -   , 11 
BUENOS AIRES,Lincoln,Las Toscas,6469070, 330 , -   , -   , -   , -   , -   , -   , -   , 330 
BUENOS AIRES,Lincoln,Lincoln,6469080, 703 , 9.224 , 38 , 64 , 1 , -   , -   , -   , 10.030 
BUENOS AIRES,Lincoln,Pasteur,6469090, -   , -   , -   , -   , -   , 2 , -   , 461 , 463 
BUENOS AIRES,Lincoln,Roberts,6469100, -   , -   , 1 , 699 , -   , -   , -   , -   , 700 
BUENOS AIRES,Lincoln,Arenaza,6469010, -   , -   , -   , 293 , -   , -   , -   , -   , 293 
BUENOS AIRES,Lincoln,Carlos Salas,6469040, -   , -   , -   , -   , -   , -   , -   , 123 , 123 
BUENOS AIRES,Lobería,Lobería,6476030, 634 , -   , 5 , 1.497 , 15 , 1 , -   , 701 , 2.853 
BUENOS AIRES,Lobería,San Manuel,6476050, -   , -   , -   , 377 , -   , -   , -   , 139 , 516 
BUENOS AIRES,Lobería,Pieres,6476040, -   , -   , -   , -   , -   , -   , -   , 14 , 14 
BUENOS AIRES,Lobería,Licenciado Matienzo,6476020, -   , -   , -   , -   , -   , -   , -   , 21 , 21 
BUENOS AIRES,Lobos,Antonio Carboni,6483010, 2 , -   , 1 , 122 , 156 , -   , -   , 101 , 382 
BUENOS AIRES,Lobos,Elvira,6483020, -   , -   , -   , 61 , -   , -   , -   , 74 , 135 
BUENOS AIRES,Lobos,Lobos,6483040, 587 , 1 , 10 , 3.273 , 1 , -   , -   , 1.510 , 5.382 
BUENOS AIRES,Lobos,Salvador María,6483050, 87 , -   , -   , 446 , -   , -   , -   , 265 , 798 
BUENOS AIRES,Lomas De Zamora,Banfield,6490010, 163 , 60.922 , 77 , 10.586 , 1.195 , 1 , -   , -   , 72.944 
BUENOS AIRES,Lomas De Zamora,Llavallol,6490010, 21 , 7.328 , 32 , 7.259 , 142 , -   , -   , 2 , 14.784 
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010, 290 , 35.694 , 109 , 12.989 , 906 , 2 , -   , 2.348 , 52.338 
BUENOS AIRES,Lomas De Zamora,Temperley,6490010, 10 , 25.548 , 19 , 9.322 , 549 , 2 , -   , -   , 35.450 
BUENOS AIRES,Lomas De Zamora,Turdera,6490010, 11 , 2.436 , 20 , 7.031 , 36 , -   , -   , -   , 9.534 
BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010, -   , 36 , -   , -   , -   , -   , -   , 300 , 336 
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010, -   , 461 , -   , 1 , 3 , -   , -   , 666 , 1.131 
BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060, -   , -   , -   , 208 , -   , -   , -   , 25 , 233 
BUENOS AIRES,Luján,Carlos Keen,6497020, -   , -   , -   , -   , -   , -   , -   , 20 , 20 
BUENOS AIRES,Luján,Cortines,6497060, 71 , -   , -   , 405 , -   , -   , -   , 41 , 517 
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060, 425 , 1.107 , -   , 2.647 , -   , -   , -   , 20 , 4.199 
BUENOS AIRES,Luján,Lezica y Torrezuri,6497060, -   , -   , -   , -   , -   , -   , -   , 38 , 38 
BUENOS AIRES,Luján,Luján,6497060, 1.681 , 13.346 , 36 , 1.155 , 7 , 1 , -   , 12.917 , 29.143 
